Ejercicio,Mes,Nombre del punto de distribución,Tipo de asentamiento ,Denominación del asentamiento,Nombre de la vialidad,Número de vialidad (en su caso),Tipo de abastecimiento,Días ,Horarios,Contacto,Capacidad de la unidad ,Geopoint,Nota
2023,Julio,Parque Residencial Mision Licoln 2,Colonia,Misión Lincoln,Jaguar,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.741323052121597, -100.37404468014378",Instalación por parte de la Secretaría de Servicios Públicos
2023,Enero,Centro de Bienestar Familiar Burócratas municipales,Colonia,Burócratas Municipales,Avenida Alfonso Reyes,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-23,1000 litros,"25.63478404598789, -100.29893502860902",1 Contenedor
2023,Enero,Centro de Bienestar Familiar Municipal,Colonia,Municipal,Dr. Gregorio,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-88,1000 litros,"25.760955685371254, -100.36365501874799",1 Contenedor
2023,Enero,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-19,1000 litros,"25.639017498380895, -100.30948000096342",1 Contenedor
2023,Enero,Centro de Bienestar Familiar Pio X,Colonia,Pio X,Privada San José,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-82-08,1000 litros,"25.660116, -100.331322",1 Contenedor
2023,Enero,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-50,1000 litros,"25.581518086746993, -100.23860501104444",1 Contenedor
2023,Enero,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-63,1000 litros,"25.691238211454028, -100.30858193445506",1 Contenedor
2023,Enero,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo",8:00 a 17:00,81-51-02-71-60,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2023,Enero,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-69-93,1000 litros,"25.760578941687836, -100.36460777421931",1 Contenedor
2023,Enero,Asilo Hogar Nueva Esperanza,Colonia,Garza Nieto,Calle Prolongación,2900,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-62,1000 litros,"25.703240368431477, -100.33103551401209",2 Contenedores
2023,Enero,Oficinas Generales,Colonia,Loma Larga,Loma Redonda,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-86-00,1000 litros,"25.66545928190965, -100.33952533192732",1 Contenedor
2023,Enero,Parque Estrellas,Colonia,Contry,Vía Láctea,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.637420218543888, -100.27943815767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.570125634090367, -100.23184488267727",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.65170769286256, -100.29507705767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Terreno Calle Mauricio,Colonia,Laderas del Mirador,Mauricio,4428,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.630901540433936, -100.3072499766868",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.629825440526343, -100.30634904476311",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Parque Chimalpopoca,Colonia,BARRIO DEL PARQUE,P. Chimalpopoca,135,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.781472199991924, -100.3979287699337",Instalación por parte de la Secretaría de Servicios Públicos
2023,Enero,Parque Residencial Mision Licoln 2,Colonia,Misión Lincoln,Jaguar,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.743642592216634, -100.3725987752161",Instalación por parte de la Secretaría de Servicios Públicos
2023,Enero,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.644999994357985, -100.31319976538731",Instalación por parte de la Secretaría de Servicios Públicos
2023,Noviembre,Centro De Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-84,1000 litros,"25.75382243877044, -100.36085244893297",2 Contenedores
2023,Noviembre,Centro De Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-70-10,1000 litros,"25.740069707359883, -100.34302032644828",2 Contenedores
2023,Noviembre,Centro De Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-33,1000 litros,"25.73511379351004, -100.33152897391555",2 Contenedores
2023,Noviembre,Centro De Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-53,1000 litros,"25.718641664223934, -100.34674910367468",1 Contenedor
2023,Noviembre,Centro De Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-31,1000 litros,"25.70494909056859, -100.3556544251508",1 Contenedor
2023,Noviembre,Centro De Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-50,1000 litros,"25.581518086746993, -100.23860501104444",1 Contenedor
2023,Noviembre,Centro De Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-81-03-92-47,1000 litros,"25.732646349978957, -100.38125183185065",1 Contenedor
2023,Noviembre,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,81-51-02-73-51,1000 litros,"25.740521651325743, -100.36150504403567",1 Contenedor
2023,Noviembre,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-72-74,1000 litros,"25.617715, -100.270741",1 Contenedor
2023,Noviembre,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-69-93,1000 litros,"25.760578941687836, -100.36460777421931",1 Contenedor
2023,Noviembre,Casa Club Del Adulto Mayor Los Altos,Colonia,Los Altos,Calle Jalostitlan,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-70-05,1000 litros,"25.713969026092354, -100.36887461780417",1 Contenedor
2023,Noviembre,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",2 Contenedores
2023,Noviembre,Clinica De Atención Integral Al Autismo,Colonia,Pio X,San José,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-19-82-90-03,1000 litros,"25.6600288, -100.3313338",1 Contenedor
2023,Noviembre,Centro Educativo Y De Desarrollo Integral (CEDI),Colonia,Antonio I. Villarreal,Veteranos de la revolucion,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",1 Contenedor
2023,Noviembre,Lago Superior Sn Plaza,Colonia,Lagos del Bosque,Lago Superior,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.601991550905577, -100.25887182883632",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.580958915730708, -100.24539524232965",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.604134062360774, -100.26991669999998",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Parque Pedregal De La Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.60346736233381, -100.2568503711648",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Intersección Amarinta Y Quelonia,Colonia,Fomerrey 24,Amarinta,1826,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.78715803865558, -100.37659595550807",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Terreno Calle Cedro Y Alamo,Colonia,Real de Cumbres,Cedro,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.750707704921904, -100.40140597116482",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Parque Residencial Mision Licoln 2,Colonia,Misión Lincoln,Jaguar,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.743642592216634, -100.3725987752161",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Cima Del Cerro,Colonia,Canteras,Prolongación Coahuila,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.644999994357985, -100.31319976538731",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-19,1000 litros,"25.639017498380895, -100.30948000096342",1 Contenedor
2023,Septiembre,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-59,1000 litros,"25.741158636659847, -100.3381042670378",2 Contenedores
2023,Septiembre,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-61,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedores
2023,Septiembre,Centro para el Desarrollo del Talento,Colonia,El Porvenir,Calle Didimas,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-92,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2023,Septiembre,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Calle Carlos Campacos,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-34,1000 litros,"25.72508132413851, -100.33581306023501",1 Contenedor
2023,Septiembre,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-31,1000 litros,"25.70494909056859, -100.3556544251508",1 Contenedor
2023,Septiembre,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-50,1000 litros,"25.581518086746993, -100.23860501104444",1 Contenedor
2023,Septiembre,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",7:00 a.m. a 6:00 p.m.,81-51-02-73-51,1000 litros,"25.740521651325743, -100.36150504403567",1 Contenedor
2023,Septiembre,Casa Club del Adulto Mayor los Altos,Colonia,Los Altos,Calle Jalostitlan,Sin número,Contenedor,"lunes, martes, miércoles, jueves y viernes",8:00 a.m. a 5:00 p.m.,81-51-02-70-05,1000 litros,"25.713969026092354, -100.36887461780417",1 Contenedor
2023,Septiembre,Parque Estrellas,Colonia,Contry,Vía Láctea,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.637420218543888, -100.27943815767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.570125634090367, -100.23184488267727",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.629825440526343, -100.30634904476311",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Parque Pedregal de la Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.60346736233381, -100.2568503711648",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.740480667891184, -100.33415565767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Terreno Calle Cedro y Alamo,Colonia,Real de Cumbres,Cedro,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.750707704921904, -100.40140597116482",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.69936452852685, -100.26565615765816",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.77673353829248, -100.40463685088923",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Septiembre,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.644999994357985, -100.31319976538731",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Agosto,Centro de Bienestar Familiar Burócratas municipales,Colonia,Burócratas Municipales,Avenida Alfonso Reyes,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-23,1000 litros,"25.6352203, -100.2990693",1 Contenedor
2023,Agosto,Centro de Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-84,1000 litros,"25.75382243877044, -100.36085244893297",2 Contenedores
2023,Agosto,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-19,1000 litros,"25.639017498380895, -100.30948000096342",1 Contenedor
2023,Agosto,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-61,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedores
2023,Agosto,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-31,1000 litros,"25.70494909056859, -100.3556544251508",1 Contenedor
2023,Agosto,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-50,1000 litros,"25.581518086746993, -100.23860501104444",1 Contenedor
2023,Agosto,Defensoria Municipal Zona Centro,Colonia,Treviño,Calle Progreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-72-82,1000 litros,"25.691325, -100.308678",1 Contenedor
2023,Agosto,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-69-93,1000 litros,"25.760578941687836, -100.36460777421931",1 Contenedor
2023,Agosto,Plaza Rincón del Valle,Colonia,Sierra Alta,Av Sierra Alta,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.57659658374205, -100.26378852883519",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.775104507900362, -100.41910222883519",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.69936452852685, -100.26565615765816",Instalación por parte de la Secretaría de Servicios Públicos
2023,Agosto,Parque Chimalpopoca,Colonia,Barrio del Parque,P. Chimalpopoca,135,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.781472199991924, -100.3979287699337",Instalación por parte de la Secretaría de Servicios Públicos
2023,Agosto,Parque Residencial Mision Licoln 2,Colonia,Misión Lincoln,Jaguar,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.743642592216634, -100.3725987752161",Instalación por parte de la Secretaría de Servicios Públicos
2023,Octubre,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-63,1000 litros,"25.691238211454028, -100.30858193445506",1 Contenedor
2023,Octubre,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-72-74,1000 litros,"25.617715, -100.270741",1 Contenedor
2023,Octubre,Asilo Hogar Nueva Esperanza,Colonia,Garza Nieto,Calle Prolongación,2900,Contenedor,"Lunes. Martes, Miércoles, Jueves, Viernes, Sábado y Domingo",8:00 a.m. a 7:59 a.m.,81-51-02-71-62,1000 litros,"25.703240368431477, -100.33103551401209",2 Contenedores
2023,Octubre,Oficinas Generales,Colonia,Loma Larga,Loma Redonda,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-86-00,1000 litros,"25.66545928190965, -100.33952533192732",5 Contenedor
2023,Octubre,Centro Educativo y de Desarrollo Integral (CEDI),Colonia,Antonio I. Villarreal,Veteranos de la revolucion,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",1 Contenedores
2023,Octubre,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.580958915730708, -100.24539524232965",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Octubre,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.65170769286256, -100.29507705767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Octubre,Terreno Calle Mauricio,Colonia,Laderas del Mirador,Mauricio,4428,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.630901540433936, -100.3072499766868",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Octubre,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.69936452852685, -100.26565615765816",Instalación por parte de la Secretaría de Servicios Públicos
2024,Junio,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-91,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2024,Junio,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-70-10,1000 litros,"25.740069707359883, -100.34302032644828",2 Contenedores
2024,Junio,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-50,1000 litros,"25.581518086746993, -100.23860501104444",1 Contenedor
2024,Junio,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,81-51-02-73-51,1000 litros,"25.740521651325743, -100.36150504403567",1 Contenedor
2024,Junio,Asilo Hogar Nueva Esperanza,Colonia,Garza Nieto,Calle Prolongación Venustiano Carranza,2900,Contenedor,"Lunes. Martes, Miércoles, Jueves, Viernes, Sábado y Domingo",8:00 a.m. a 7:59 a.m.,81-51-02-71-62,1000 litros,"25.703240368431477, -100.33103551401209",2 Contenedores
2024,Junio,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",2 Contenedores
